BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.22838614197543491,8808271,9101975.80696655,0.0013128748734029694,-1.9393075840767304e-6,0.012178286083512709
Birmingham,3.0568280542779878,1123562,1468396.6591469913,0.010764205713702171,-1.3046833277423437e-4,0.012178286083512709
Leeds,1.386284860667503,537067,607427.8881031792,0.004936569365775629,-2.7427199706360237e-5,0.012178286083512709
Sheffield,1.1116319674517576,505453,533794.0570101825,0.0021845846016447733,-5.3699381292746375e-6,0.012178286083512709
Liverpool,1.480737864345353,506863,545467.3168613476,0.002940400091608349,-9.729078838188796e-6,0.012178286083512709
Manchester,1.7261104520543697,469173,633526.3328028088,0.012085648134454872,-1.644858723084973e-4,0.012178286083512709
Bristol,0,428579,428579,0,-1.9741011388883342e-16,0.012178286083512709
Leicester,0.8682183497740706,405806,467497.2548431966,0.005676782763072435,-3.6271227689535526e-5,0.012178286083512709
Coventry,2.7864809021124772,347816,438482.5155929358,0.009308914254392408,-9.756336411806041e-5,0.012178286083512709
Bradford,0.3498337852999173,333809,351617.2888406923,0.0020811371014146617,-4.873367792228407e-6,0.012178286083512709
Rural areas,NA,17072782,16912816.87983212,0.012178286083512709,NA,NA
