BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.22838614197543491,8808271,9101975.80696655,0.002627473387239109,-3.880311944499243e-6,0.012178286083512646
Birmingham,3.0568280542779878,1123562,1468396.6591469913,0.021644279552051046,-2.6187020592380295e-4,0.012178286083512646
Leeds,1.386284860667503,537067,607427.8881031792,0.009897508448654389,-5.494454313721385e-5,0.012178286083512646
Sheffield,1.1116319674517576,505453,533794.0570101825,0.00437394161317129,-1.0747692356200189e-5,0.012178286083512646
Liverpool,1.480737864345353,506863,545467.3168613476,0.005889446135915635,-1.9477214092796287e-5,0.012178286083512646
Manchester,1.7261104520543697,469173,633526.3328028088,0.024317359159739853,-3.302927056202481e-4,0.012178286083512646
Bristol,0,428579,428579,0,2.4676264236104184e-15,0.012178286083512646
Leicester,0.8682183497740706,405806,467497.2548431966,0.01138579138868416,-7.267951404359317e-5,0.012178286083512646
Coventry,2.7864809021124772,347816,438482.5155929358,0.018704484393380395,-1.9573067982112908e-4,0.012178286083512646
Bradford,0.3498337852999173,333809,351617.2888406923,0.004166605334464223,-9.753493204892359e-6,0.012178286083512646
Rural areas,NA,17072782,16912816.87983212,0.012178286083512646,NA,NA
