BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.5000000000000001,8808271,9451272,0.00565256935674779,-2.1940874830993573e-5,0.006465792522403736
Birmingham,0.49999999999999994,1123562,1179966,0.0039262177731073655,-1.0589285461927154e-5,0.006465792522403736
Leeds,0.49999999999999994,537067,562445,0.0037004696994799384,-9.407017886990708e-6,0.006465792522403736
Sheffield,0.49999999999999994,505453,518200.5,0.001994560584412124,-2.733926358686745e-6,0.006465792522403736
Liverpool,0.5,506863,519898.5,0.0020334927559128137,-2.841672917394303e-6,0.006465792522403736
Manchester,0.5000000000000001,469173,516781,0.007761776960287549,-4.1351797326827125e-5,0.006465792522403736
Bristol,0.5,428579,461672,0.005968106374797391,-2.4457203745317238e-5,0.006465792522403736
Leicester,0.4999999999999998,405806,441333.5,0.006736638761467827,-3.115666328834271e-5,0.006465792522403736
Coventry,0.5000000000000001,347816,364085,0.0036637955540949414,-9.221552400648168e-6,0.006465792522403736
Bradford,0.49999999999999983,333809,359261.5,0.005895837432426198,-2.3868834129344276e-5,0.006465792522403736
Rural areas,NA,17072782,16472298,0.006465792522403736,NA,NA
