BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.011865862510244256,-1.2898067979991618e-4,0.02516650903978693
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.033240082695716953,-0.001010975355908139,0.02516650903978693
Leeds,3.8333159606936316,537067,731630.784900966,0.018722293290437706,-3.209815134793497e-4,0.02516650903978693
Sheffield,3.2770254215872527,505453,589000.763123367,0.009220595518236348,-7.789461784632857e-5,0.02516650903978693
Liverpool,4.024634535582988,506863,611789.2469771841,0.011352785572638292,-1.1807099200006025e-4,0.02516650903978693
Manchester,4.521626820019074,469173,899704.2192949362,0.039838767227729485,-0.0014516835369066425,0.02516650903978693
Bristol,0.536560532384931,428579,464091.795396429,0.004787862306152892,-2.100774174643276e-5,0.02516650903978693
Leicester,2.784000951975567,405806,603623.1876426239,0.024110566340708375,-5.321673180889319e-4,0.02516650903978693
Coventry,6.669364418759541,347816,564823.779457598,0.029517669994927664,-7.973864988663148e-4,0.02516650903978693
Bradford,1.7340338995798517,333809,422079.99565811234,0.014177108535860617,-1.8409669074630886e-4,0.02516650903978693
Rural areas,NA,17072782,14870834.873621993,0.02516650903978693,NA,NA
