BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.011865862510244242,-1.5263222130952034e-4,0.026970819606057198
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.033240082695716905,-0.0011991736577362916,0.026970819606057198
Leeds,3.8333159606936316,537067,731630.784900966,0.01872229329043765,-3.801280638468218e-4,0.026970819606057198
Sheffield,3.2770254215872527,505453,589000.763123367,0.009220595518236308,-9.215142079115454e-5,0.026970819606057198
Liverpool,4.024634535582988,506863,611789.2469771841,0.011352785572638262,-1.3971407488569084e-4,0.026970819606057198
Manchester,4.521626820019074,469173,899704.2192949362,0.03983876722772952,-0.0017231623182620618,0.026970819606057198
Bristol,0.536560532384931,428579,464091.795396429,0.00478786230615293,-2.4840526642001644e-5,0.026970819606057198
Leicester,2.784000951975567,405806,603623.1876426239,0.024110566340708357,-6.306020451782794e-4,0.026970819606057198
Coventry,6.669364418759541,347816,564823.779457598,0.0295176699949277,-9.454390364541252e-4,0.026970819606057198
Bradford,1.7340338995798517,333809,422079.99565811234,0.014177108535860771,-2.1791059851379826e-4,0.026970819606057198
Rural areas,NA,17072782,14726264.873621993,0.026970819606057198,NA,NA
