BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.01585235651387051,-2.037765792280502e-4,0.02697081960605715
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.04456385528325728,-0.0016047204364568854,0.02697081960605715
Leeds,3.8333159606936316,537067,731630.784900966,0.025040630425195897,-5.078833538543742e-4,0.02697081960605715
Sheffield,3.2770254215872527,505453,589000.763123367,0.012312981989027716,-1.2299394389042706e-4,0.02697081960605715
Liverpool,4.024634535582988,506863,611789.2469771841,0.015165616788152037,-1.8651927573815684e-4,0.02697081960605715
Manchester,4.521626820019074,469173,899704.2192949362,0.0534679796017373,-0.002307549085702067,0.02697081960605715
Bristol,0.536560532384931,428579,464091.795396429,0.006388905137972515,-3.3138285666163705e-5,0.02697081960605715
Leicester,2.784000951975567,405806,603623.1876426239,0.032275918598588256,-8.430321091260427e-4,0.02697081960605715
Coventry,6.669364418759541,347816,564823.779457598,0.03954925928585775,-0.0012646680405662633,0.02697081960605715
Bradford,1.7340338995798517,333809,422079.99565811234,0.0189473360266849,-2.910023721624899e-4,0.02697081960605715
Rural areas,NA,17072782,14726264.873621993,0.02697081960605715,NA,NA
