BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.007895012644605874,-7.016869455398531e-5,0.02242471260503692
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.022039067395790576,-5.474350151954667e-4,0.02242471260503692
Leeds,3.8333159606936316,537067,731630.784900966,0.01244290230372802,-1.7435923315285544e-4,0.02242471260503692
Sheffield,3.2770254215872527,505453,589000.763123367,0.0061376555864648364,-4.240131920234271e-5,0.02242471260503692
Liverpool,4.024634535582988,506863,611789.2469771841,0.007554274859747602,-6.424081079919056e-5,0.02242471260503692
Manchester,4.521626820019074,469173,899704.2192949362,0.026385882405704834,-7.849554066335407e-4,0.02242471260503692
Bristol,0.536560532384931,428579,464091.795396429,0.0031893665395247807,-1.144660594896753e-5,0.02242471260503692
Leicester,2.784000951975567,405806,603623.1876426239,0.0160098024126481,-2.8873655275787647e-4,0.02242471260503692
Coventry,6.669364418759541,347816,564823.779457598,0.01958288495141848,-4.3212703476720363e-4,0.02242471260503692
Bradford,1.7340338995798517,333809,422079.99565811234,0.00942921298458806,-1.001022716866308e-4,0.02242471260503692
Rural areas,NA,17072782,15093739.873621993,0.02242471260503692,NA,NA
