BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.015852356513870482,-1.4070592361308128e-4,0.02242471260503702
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.044563855283257105,-0.0011028657268736216,0.02242471260503702
Leeds,3.8333159606936316,537067,731630.784900966,0.025040630425195765,-3.501599718713042e-4,0.02242471260503702
Sheffield,3.2770254215872527,505453,589000.763123367,0.012312981989027779,-8.497584714153659e-5,0.02242471260503702
Liverpool,4.024634535582988,506863,611789.2469771841,0.015165616788152037,-1.2880449007952478e-4,0.02242471260503702
Manchester,4.521626820019074,469173,899704.2192949362,0.05346797960173706,-0.0015836209533896556,0.02242471260503702
Bristol,0.536560532384931,428579,464091.795396429,0.006388905137972472,-2.2917529180361075e-5,0.02242471260503702
Leicester,2.784000951975567,405806,603623.1876426239,0.032275918598588166,-5.80541567950067e-4,0.02242471260503702
Coventry,6.669364418759541,347816,564823.779457598,0.03954925928585773,-8.69865900480683e-4,0.02242471260503702
Bradford,1.7340338995798517,333809,422079.99565811234,0.01894733602668488,-2.008321992861455e-4,0.02242471260503702
Rural areas,NA,17072782,15093739.873621993,0.02242471260503702,NA,NA
