BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.30000000000000004,8808271,9194071.6,0.003435304668911373,-8.107607659498812e-6,0.003854440150215377
Birmingham,0.3,1123562,1157404.4,0.002376893620491908,-3.882194501025878e-6,0.003854440150215377
Leeds,0.3000000000000001,537067,552293.8,0.002239086787970988,-3.4451814961097673e-6,0.003854440150215377
Sheffield,0.3000000000000001,505453,513101.5,0.0012022120352402812,-9.93404473313376e-7,0.003854440150215377
Liverpool,0.30000000000000004,506863,514684.3,0.0012257868933209651,-1.0327418671926742e-6,0.003854440150215377
Manchester,0.30000000000000004,469173,497737.8,0.004739344292219668,-1.5426983939519028e-5,0.003854440150215377
Bristol,0.3000000000000001,428579,448434.8,0.0036296281932001644,-9.050424289903416e-6,0.003854440150215377
Leicester,0.29999999999999993,405806,427122.5,0.004104050198066974,-1.1569834960955825e-5,0.003854440150215377
Coventry,0.30000000000000004,347816,357577.4,0.0022167123127076237,-3.3766880436936795e-6,0.003854440150215377
Bradford,0.3,333809,349080.5,0.003585097665224187,-8.82979586169913e-6,0.003854440150215377
Rural areas,NA,17072782,16711767.399999999,0.003854440150215377,NA,NA
