BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.22838614197543491,8808271,9101975.80696655,0.0019699585339038035,-4.204591265073064e-6,0.012178286083512761
Birmingham,3.0568280542779878,1123562,1468396.6591469913,0.016189681478500497,-2.842024692894457e-4,0.012178286083512761
Leeds,1.386284860667503,537067,607427.8881031792,0.007413985187537061,-5.9572263627892355e-5,0.012178286083512761
Sheffield,1.1116319674517576,505453,533794.0570101825,0.003278665905097693,-1.1647574043950363e-5,0.012178286083512761
Liverpool,1.480737864345353,506863,545467.3168613476,0.004413840782514257,-2.11106602545508e-5,0.012178286083512761
Manchester,1.7261104520543697,469173,633526.3328028088,0.018183135953723388,-3.585390971157552e-4,0.012178286083512761
Bristol,0,428579,428579,0,2.5825351395693243e-16,0.012178286083512761
Leicester,0.8682183497740706,405806,467497.2548431966,0.00852724743363074,-7.881069625195561e-5,0.012178286083512761
Coventry,2.7864809021124772,347816,438482.5155929358,0.01399581709648231,-2.1237099239199736e-4,0.012178286083512761
Bradford,0.3498337852999173,333809,351617.2888406923,0.003123329263569504,-1.0569950399243185e-5,0.012178286083512761
Rural areas,NA,17072782,16629991.879832119,0.012178286083512761,NA,NA
