BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.22838614197543491,8808271,9101975.80696655,0.0013128748734030189,-2.8024480178663703e-06,0.012178286083512848
Birmingham,3.0568280542779878,1123562,1468396.6591469913,0.010764205713702091,-1.8913074728463857e-4,0.012178286083512848
Leeds,1.386284860667503,537067,607427.8881031792,0.0049365693657756485,-3.968227042593457e-5,0.012178286083512848
Sheffield,1.1116319674517576,505453,533794.0570101825,0.0021845846016448523,-7.762226111074876e-6,0.012178286083512848
Liverpool,1.480737864345353,506863,545467.3168613476,0.0029404000916084055,-1.4066889489329477e-5,0.012178286083512848
Manchester,1.7261104520543697,469173,633526.3328028088,0.012085648134455002,-2.3854833009905673e-4,0.012178286083512848
Bristol,0,428579,428579,0,-2.6781845891830033e-16,0.012178286083512848
Leicester,0.8682183497740706,405806,467497.2548431966,0.005676782763072513,-5.249093563375784e-5,0.012178286083512848
Coventry,2.7864809021124772,347816,438482.5155929358,0.009308914254392332,-1.4136231410134768e-4,0.012178286083512848
Bradford,0.3498337852999173,333809,351617.2888406923,0.0020811371014146656,-7.044192711604668e-6,0.012178286083512848
Rural areas,NA,17072782,16629991.879832119,0.012178286083512848,NA,NA
