BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,1.4880704674365572,8808271,10721932.597264348,0.0158523565138704,-1.7219989877996714e-4,0.025166509039786945
Birmingham,7.216941676675819,1123562,1937690.7566624456,0.04456385528325715,-0.0013528801535794503,0.025166509039786945
Leeds,3.8333159606936316,537067,731630.784900966,0.025040630425195932,-4.2885900193023524e-4,0.025166509039786945
Sheffield,3.2770254215872527,505453,589000.763123367,0.012312981989027687,-1.0396550237867951e-4,0.025166509039786945
Liverpool,4.024634535582988,506863,611789.2469771841,0.015165616788152092,-1.5762566967442255e-4,0.025166509039786945
Manchester,4.521626820019074,469173,899704.2192949362,0.053467979601737096,-0.0019440113223225864,0.025166509039786945
Bristol,0.536560532384931,428579,464091.795396429,0.00638890513797261,-2.8025194728886807e-5,0.025166509039786945
Leicester,2.784000951975567,405806,603623.1876426239,0.032275918598588235,-7.114390666155807e-4,0.025166509039786945
Coventry,6.669364418759541,347816,564823.779457598,0.03954925928585784,-0.0010666281467590585,0.025166509039786945
Bradford,1.7340338995798517,333809,422079.99565811234,0.018947336026684792,-2.458467235757072e-4,0.025166509039786945
Rural areas,NA,17072782,14870834.873621993,0.025166509039786945,NA,NA
