BUA22NM,pct_chg_perm_rate,bua_21_pop,bua_21_pop_counterfact,pct_chg_y,pct_chg_c,pct_chg_c_newcomers
Greater London,0.22838614197543491,8808271,9101975.80696655,0.001969958533903736,-2.9095975629111596e-6,0.01217828608351264
Birmingham,3.0568280542779878,1123562,1468396.6591469913,0.016189681478500535,-1.9605210809384597e-4,0.01217828608351264
Leeds,1.386284860667503,537067,607427.8881031792,0.007413985187537081,-4.11745826466822e-5,0.01217828608351264
Sheffield,1.1116319674517576,505453,533794.0570101825,0.003278665905097658,-8.05783743266245e-6,0.01217828608351264
Liverpool,1.480737864345353,506863,545467.3168613476,0.004413840782514176,-1.4600761791120463e-5,0.01217828608351264
Manchester,1.7261104520543697,469173,633526.3328028088,0.0181831359537236,-2.472234246495739e-4,0.01217828608351264
Bristol,0,428579,428579,0,1.2338132118052083e-16,0.01217828608351264
Leicester,0.8682183497740706,405806,467497.2548431966,0.008527247433630801,-5.445820215800934e-5,0.01217828608351264
Coventry,2.7864809021124772,347816,438482.5155929358,0.013995817096482342,-1.4657126561420426e-4,0.01217828608351264
Bradford,0.3498337852999173,333809,351617.2888406923,0.0031233292635694625,-7.3125851381589146e-6,0.01217828608351264
Rural areas,NA,17072782,16912816.87983212,0.01217828608351264,NA,NA
